StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q13,Q14,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21_1,Q21_2,Q21_3,Q21_4,Q23,Q6,Q7,Q8,Q9,Q10,Q8,Q9,Q22,Q10,Q11,Q12,Q24
2022-05-05 12:00:27,2022-05-05 12:05:29,IP Address,100,302,True,2022-05-05 12:05:30,R_1GMyPHouV8O91ux,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,"When it comes to fully identifying as a geoscientist, I would do it in the case of post graduation and obtaining a job as a geoscientist. As of now I'm just studying it.  ","Love of Earth Sciences and the outdoors ","No ","No ","Yes, the career opportunities interest me ",,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 12:00:46,2022-05-05 12:10:00,IP Address,100,553,True,2022-05-05 12:10:00,R_396e99DTfTADVOp,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I like rocks and have always been interested in learning about the earth and its features.,I have briefly considered it due to coming close to burnout. But I have not seriously entertained the idea in a while.,N/A,"I want to, but I will have some time between undergrad and graduate school in the meantime.",N/A,Non-binary,,Non-Hispanic or Latino,White,,Aromantic and asexual,No
2022-05-05 12:15:49,2022-05-05 12:21:25,IP Address,100,335,True,2022-05-05 12:21:25,R_enDf7ymgtsMSfG9,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I love science and I also love the environment so I wanted to learn about how and why the landscapes that we see are the way they are.,"Yes, whem taking my general education classes, I took a few classes that I greatly enjoyed and they made me consider switching majors.",No,"Yes, I am going to be attending the Colorado School of Mines to get my Masters in Petroleum Geology, which I want to make my career.",,Female,,Non-Hispanic or Latino,"American Indian or Alaska Native,White",,,Yes
2022-05-05 12:28:59,2022-05-05 12:31:48,IP Address,100,169,True,2022-05-05 12:31:49,R_1ZU2SsLVpwtpYbv,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,I love studying different aspects about the Earth.,No,No,Yes I hope to after I graduate.,No,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 11:08:25,2022-05-05 12:52:23,IP Address,100,6238,True,2022-05-05 12:52:24,R_2YxO2l0evQgwCh3,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,5 = Strongly Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,Interest in courses,No,"Yes, chemistry. Wanted a more diverse background","Yes, going to graduate school for oceanography",n/a,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 14:15:24,2022-05-05 14:17:55,IP Address,100,150,True,2022-05-05 14:17:55,R_20MdDkwZie50JW4,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,,Interest,"No ","Music education ","Yes teaching geoscience ","Nothing worth noting ",Male,,Hispanic or Latino,,,,Yes
2022-05-05 14:24:46,2022-05-05 14:30:52,IP Address,100,365,True,2022-05-05 14:30:52,R_2VdzRqBuqKqKV58,anonymous,EN,0.8999999761581421,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,I enjoy being outdoors and I am interested in earth processes,Not once I started. Switched into geoscience from engineering,"Yes, original major was engineering. Found geoscience more interesting",Yes - don’t have a job yet so I don’t know what I’ll be doing,UNDERGRADUATE RESEARCH!,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 14:34:14,2022-05-05 14:39:18,IP Address,100,303,True,2022-05-05 14:39:22,R_2e4srIDiLL08HrI,anonymous,EN,0.8999999761581421,Yes,Yes,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,,,,,,,Male,,,Black or African American,,,Yes
2022-05-05 17:58:39,2022-05-05 18:06:00,IP Address,100,440,True,2022-05-05 18:06:00,R_1rPs90OYZf2VMJn,anonymous,EN,1,Yes,Yes,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,-1 = Had a negative impact,0 = Had neither a positive nor a negative impact,,"Fell in love with rocks and national parks at a young age ","Yes, physics rocked my gpa and I struggled to figure it out",Came in as a decided geo major,"Yes, I hope to start in consulting and work my way up to the national park service ","My 101 prof was hyped about class and that got me hyped about class ",Female,,Hispanic or Latino,"White,More than one race",,,Yes
2022-05-05 21:16:51,2022-05-05 21:19:44,IP Address,100,173,True,2022-05-05 21:19:44,R_3lt7WrxjXrSKOQk,anonymous,EN,1,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,2 = Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,2 = Disagree,1 = Strongly Disagree,1 = Strongly Disagree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,4 = Agree,1 = Strongly Disagree,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,2 = Had a strong positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,,,,,,,Male,,Non-Hispanic or Latino,White,,,Yes
2022-05-05 22:20:21,2022-05-05 22:31:03,IP Address,100,642,True,2022-05-05 22:31:04,R_W2vqcuCTX737kZj,anonymous,EN,1,Yes,Yes,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,1 = Strongly Disagree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,5 = Strongly Agree,1 = Strongly Disagree,5 = Strongly Agree,3 = Neither Agree nor Disagree,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,-2 = Had a strong negative impact,2 = Had a strong positive impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,"As a native american trans person in geoscience, I find very few people with my cultural background. Furthermore, when I do hear people talk about national parks and land-based knowledge they talk about it in a very clinical way that is disconnected from the people who owned the land.  Sometimes I see people pull up pictures of places and landforms in the pacific northwest(the columbia river) that are from my reservation and they don't even mention how my people have 20,000+ years of history in the area. One time, when looking at Walla Walla, someone in my class even said ""what a dumb name, who named that?"" and I had to raise my hand to say ""well, Wéele is the word for river in our plateau langauges, that's where this comes from. It means full of rivers."" And the class just went silent. I also shared a myth about the glacial outwash boulders in the state. Everything is really disconnected, and I definitely feel alone most times in geoscience as a trans person and as a native american person. I know it takes presences like mine to change that, but it's hard. It is insulting sometimes that we are studying the land of my ancestors and its never mentioned who lived in the national parks or owned them before people put a fence and a plaque on ol' faithful. ",I love rocks and collected rocks as a kid. I saw Robert Ballard speak when I was young and that inspired me to become a marine geologist. Now I work in geophysics/geochemistry.,No.,No.,"Yes, I am in a PhD program and will be beginning in the fall.","My biggest influences were kind people who took time to conduct research with me and professors who were passionate about their jobs. I found many passionate professors at UF which I am thankful about, and a very kind person from another university who got me involved in experimental petrology as a sophomore.",Non-binary,"Non-binary, trans-femme, two-spirit",Non-Hispanic or Latino,"American Indian or Alaska Native,White,More than one race","Nez Perce/Sac and Fox, Bavarian German/Ukrainian",,Yes
2022-05-06 05:39:53,2022-05-06 05:39:57,IP Address,100,4,True,2022-05-06 05:39:58,R_3MaqUwF2H0WUpr8,anonymous,EN,0.8999999761581421,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 09:20:42,2022-05-06 09:39:07,IP Address,100,1105,True,2022-05-06 09:39:08,R_x6kCCAe9pP7BqXD,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,2 = Disagree,2 = Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,1 = Strongly Disagree,2 = Disagree,2 = Disagree,4 = Agree,5 = Strongly Agree,5 = Strongly Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,Fascination with the kinds of questions and investigations that geoscience and geology encompass.,"I don't believe I ever considered leaving, but I have been demoralized for a time by COVID influenced online learning. I have felt overwhelmed at times and have had feelings that I'm not good enough to succeed in geology.",My original major was political science or some other humanities based discipline. I switched because I took an intro to geology course and learned about planetary geology.,Yes. I plan on attending graduate school because I love doing my undergraduate research thesis and I want to do more research as a result!,,Male,,Hispanic or Latino,"White,Other/I'll type it below","Bi-racial (Mexican, White)",,Yes
2022-05-06 11:40:13,2022-05-06 11:46:33,IP Address,100,380,True,2022-05-06 11:46:34,R_2OTRwzMkmjCIt4Y,anonymous,EN,1,Yes,Yes,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,5 = Strongly Agree,3 = Neither Agree nor Disagree,2 = Disagree,2 = Disagree,4 = Agree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,2 = Disagree,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,N/A = Not applicable/ Did not experience this,N/A = Not applicable/ Did not experience this,,Always loved learning about the process of the planet Earth.,No.,n/a,"Hopefully yes. With my knowledge I hope to work in a museum or aquarium. If all else fails, become an earth science teacher",I like having the options to branch out in the geosciences. There is a lot you can study to pinpoint exactly what you like.,Female,,Hispanic or Latino,White,,,Yes
2022-05-06 13:57:44,2022-05-06 14:11:48,IP Address,100,843,True,2022-05-06 14:11:48,R_2OYAP67kLB8HcyR,anonymous,EN,0.8999999761581421,Yes,Yes,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,4 = Agree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,1 = Had a positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,1 = Had a positive impact,2 = Had a strong positive impact,2 = Had a strong positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,1 = Had a positive impact,-1 = Had a negative impact,N/A = Not applicable/ Did not experience this,,"I enjoyed taking classes and participating in research experiences that allowed me to travel. ",No,"Yes. I was originally a math major. I switched to geoscience because I thought it was more practical and hands-on than the abstract math classes I was taking. Plus, everyone in the Earth department was much more welcoming.","Yes, I will be attending graduate school for marine geophysics",,Female,,Non-Hispanic or Latino,White,,,Yes
2022-05-06 14:23:05,2022-05-06 14:23:25,IP Address,100,20,True,2022-05-06 14:23:26,R_2yp9BO79i5dWiJW,anonymous,EN,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 20:58:47,2022-05-06 21:04:39,IP Address,100,351,True,2022-05-06 21:04:39,R_2Ei9Yj0NG3WYgQs,anonymous,EN,1,Yes,Yes,4 = Agree,3 = Neither Agree nor Disagree,4 = Agree,3 = Neither Agree nor Disagree,3 = Neither Agree nor Disagree,4 = Agree,4 = Agree,5 = Strongly Agree,2 = Disagree,4 = Agree,2 = Disagree,1 = Strongly Disagree,5 = Strongly Agree,1 = Strongly Disagree,4 = Agree,4 = Agree,2 = Disagree,2 = Disagree,4 = Agree,2 = Disagree,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,2 = Had a strong positive impact,1 = Had a positive impact,0 = Had neither a positive nor a negative impact,2 = Had a strong positive impact,0 = Had neither a positive nor a negative impact,0 = Had neither a positive nor a negative impact,-1 = Had a negative impact,1 = Had a positive impact,-1 = Had a negative impact,-2 = Had a strong negative impact,-2 = Had a strong negative impact,I did receive micro aggressions as a member of the Latino community and definitely felt like I missed out on opportunities and was treated differently as my peers.,I thought it would be cool to work with the earth outside," Not once",I was a biology major before,"I would like to if given the opportunity ",,Male,,Hispanic or Latino,Other/I'll type it below,"Mexican ",,Yes
